state,state_name,county,Gaussian_Mixture_label,Affinity_Propagation_label,Agglomerative_Clustering_label,KMeans_label
VA,Virginia,Brunswick,1,104,2,1
VA,Virginia,Lexington City,0,98,1,0
VA,Virginia,Carroll,0,11,2,1
VA,Virginia,Charlottesville City,2,94,0,2
VA,Virginia,Roanoke City,2,6,0,2
VA,Virginia,Lynchburg City,1,4,2,1
VA,Virginia,Nottoway,2,98,0,0
VA,Virginia,Mecklenburg,0,37,1,0
VA,Virginia,Staunton City,2,73,0,2
VA,Virginia,Patrick,2,109,0,2
VA,Virginia,Dickenson,2,98,0,0
VA,Virginia,Waynesboro City,0,53,1,0
VT,Vermont,Orange,1,101,2,1
WA,Washington,Clallam,0,38,0,0
WA,Washington,Benton,1,39,1,0
WA,Washington,Clark,2,47,0,2
WA,Washington,Spokane,0,83,1,0
WA,Washington,Island,1,114,2,1
WA,Washington,Whatcom,0,53,1,0
WI,Wisconsin,Jackson,1,7,2,1
WI,Wisconsin,Clark,0,85,1,0
WI,Wisconsin,Washburn,1,101,2,1
WI,Wisconsin,Bayfield,2,91,1,0
AL,Alabama,Baldwin,1,4,2,1
AR,Arkansas,Logan,0,31,1,1
AR,Arkansas,Yell,2,102,0,2
AR,Arkansas,Fulton,2,6,0,2
AR,Arkansas,Calhoun,0,84,2,1
AR,Arkansas,Little River,1,7,2,1
AR,Arkansas,Randolph,1,101,2,1
AR,Arkansas,Baxter,2,71,1,0
AR,Arkansas,Carroll,1,76,2,1
AR,Arkansas,Conway,2,67,0,2
AR,Arkansas,Arkansas,2,110,1,0
CA,California,Fresno,0,27,1,0
CA,California,Mendocino,0,38,1,0
CA,California,Madera,2,105,0,2
CA,California,Modoc,0,11,1,0
CA,California,Lake,1,27,1,0
CA,California,Imperial,2,48,0,2
CA,California,Butte,0,10,0,2
FL,Florida,Madison,0,38,1,0
FL,Florida,Hamilton,2,28,0,2
FL,Florida,Osceola,2,55,0,2
GA,Georgia,Early,2,61,0,2
GA,Georgia,Wilkinson,2,119,0,0
GA,Georgia,Chattooga,0,45,1,0
GA,Georgia,Lanier,0,33,1,0
GA,Georgia,Jasper,1,1,2,1
GA,Georgia,Miller,0,111,1,0
GA,Georgia,Washington,2,57,0,2
GA,Georgia,Upson,1,87,2,1
GA,Georgia,Cook,1,72,2,1
GA,Georgia,Turner,0,17,2,1
GA,Georgia,Tift,1,79,2,1
GA,Georgia,Evans,1,64,1,0
GA,Georgia,Coffee,1,16,2,1
GA,Georgia,Meriwether,1,112,2,1
GA,Georgia,Thomas,2,14,0,2
GA,Georgia,Greene,0,3,1,0
GA,Georgia,Webster,1,64,1,0
GA,Georgia,Berrien,2,14,0,2
GA,Georgia,Brooks,2,56,0,2
GA,Georgia,Clayton,1,51,1,0
GA,Georgia,Screven,1,79,2,1
GA,Georgia,Echols,2,67,0,2
IL,Illinois,Jackson,1,35,2,1
IN,Indiana,Parke,1,35,2,1
IN,Indiana,Marion,0,1,1,1
IN,Indiana,Lake,0,69,0,2
IN,Indiana,Starke,2,110,1,0
IN,Indiana,Madison,0,113,1,0
IN,Indiana,Switzerland,1,36,2,1
IN,Indiana,Grant,2,40,1,0
IN,Indiana,Vigo,0,70,1,0
IN,Indiana,Fulton,2,103,0,2
KY,Kentucky,Larue,2,23,0,2
KY,Kentucky,Carlisle,0,18,1,0
KY,Kentucky,Edmonson,2,37,0,2
KY,Kentucky,Boyle,0,51,1,0
KY,Kentucky,Logan,1,32,2,1
KY,Kentucky,McLean,1,79,2,1
KY,Kentucky,Allen,0,26,1,0
KY,Kentucky,Green,1,5,1,0
KY,Kentucky,Hickman,1,51,1,0
LA,Louisiana,Union,1,68,2,1
LA,Louisiana,Ouachita,2,80,0,2
LA,Louisiana,Sabine,0,17,2,1
LA,Louisiana,West Carroll,1,46,2,1
LA,Louisiana,St. Mary,2,71,0,0
LA,Louisiana,Claiborne,1,72,1,0
LA,Louisiana,Orleans,0,100,1,1
LA,Louisiana,Acadia,2,19,0,0
MA,Massachusetts,Plymouth,0,88,1,1
ME,Maine,Aroostook,0,52,1,0
MI,Michigan,Isabella,2,6,0,2
MO,Missouri,Douglas,0,113,1,0
MO,Missouri,Crawford,1,76,2,1
MO,Missouri,Reynolds,0,54,1,0
MO,Missouri,Wayne,2,73,0,2
MO,Missouri,Butler,1,76,2,1
MO,Missouri,Schuyler,2,106,0,0
MO,Missouri,Howell,1,34,2,1
MO,Missouri,New Madrid,0,27,1,0
MO,Missouri,Adair,2,40,1,0
MO,Missouri,Carter,0,45,1,0
MO,Missouri,Hickory,2,2,0,2
MS,Mississippi,Amite,0,60,2,1
MS,Mississippi,Wayne,1,104,2,1
MS,Mississippi,Chickasaw,0,11,2,1
MS,Mississippi,Jasper,0,117,2,0
MS,Mississippi,Winston,1,115,2,1
MS,Mississippi,Pike,0,106,0,0
NC,North Carolina,Watauga,2,98,0,0
NC,North Carolina,Hertford,0,33,1,0
NC,North Carolina,Halifax,0,43,1,1
NC,North Carolina,Northampton,2,106,0,0
NC,North Carolina,Vance,1,25,2,1
NC,North Carolina,Anson,0,30,1,0
NC,North Carolina,Edgecombe,1,104,2,0
NC,North Carolina,Bertie,1,114,2,1
NC,North Carolina,Sampson,1,115,2,1
NC,North Carolina,Columbus,2,94,0,2
NM,New Mexico,San Miguel,0,11,1,0
NM,New Mexico,Socorro,1,116,2,1
NV,Nevada,Mineral,2,102,0,2
OH,Ohio,Clinton,2,12,0,2
OH,Ohio,Belmont,0,108,2,0
OH,Ohio,Coshocton,0,31,1,0
OH,Ohio,Ashtabula,0,100,2,1
OH,Ohio,Holmes,0,117,2,0
OH,Ohio,Washington,1,0,1,0
OH,Ohio,Perry,2,47,0,2
OH,Ohio,Clark,0,60,2,1
OK,Oklahoma,Garfield,2,48,0,2
OK,Oklahoma,Custer,1,114,2,1
OK,Oklahoma,Stephens,0,98,0,0
OK,Oklahoma,Lincoln,1,104,2,0
OK,Oklahoma,Jackson,0,35,2,1
OK,Oklahoma,Ellis,1,68,2,1
OR,Oregon,Coos,2,67,0,2
OR,Oregon,Crook,1,84,2,1
OR,Oregon,Lincoln,1,115,2,1
OR,Oregon,Linn,2,57,0,2
PA,Pennsylvania,Clarion,2,118,0,2
SC,South Carolina,Union,1,4,2,1
SC,South Carolina,Abbeville,1,25,2,1
SC,South Carolina,Cherokee,0,83,1,0
SC,South Carolina,Laurens,0,77,0,0
SC,South Carolina,Spartanburg,0,43,1,0
SC,South Carolina,Chester,0,19,1,0
SD,South Dakota,Buffalo,2,23,0,2
VA,Virginia,Radford City,1,16,2,1
WA,Washington,Okanogan,2,13,0,2
AL,Alabama,Fayette,2,50,1,2
AL,Alabama,Cherokee,1,46,2,1
AL,Alabama,Jackson,2,118,0,2
AL,Alabama,Tallapoosa,1,76,2,1
AL,Alabama,Randolph,1,66,2,1
AL,Alabama,Barbour,0,77,1,0
AL,Alabama,Montgomery,1,79,2,1
AL,Alabama,Crenshaw,1,101,2,1
AL,Alabama,Cullman,1,87,2,1
AL,Alabama,DeKalb,1,4,2,1
AR,Arkansas,Bradley,2,55,0,2
AR,Arkansas,Howard,0,110,2,1
AR,Arkansas,St. Francis,1,76,2,1
AR,Arkansas,Lee,0,38,1,0
AR,Arkansas,Monroe,0,98,1,0
AR,Arkansas,Mississippi,0,43,1,1
GA,Georgia,Calhoun,1,113,1,0
KY,Kentucky,Perry,0,2,0,2
KY,Kentucky,Leslie,1,1,2,1
KY,Kentucky,Pike,2,22,0,0
KY,Kentucky,Bath,2,118,0,2
MS,Mississippi,Claiborne,0,10,0,2
MS,Mississippi,Quitman,0,33,1,0
MS,Mississippi,Jefferson,0,96,2,1
MS,Mississippi,Leflore,1,66,2,1
OH,Ohio,Scioto,1,72,1,0
OK,Oklahoma,McCurtain,1,101,2,1
OK,Oklahoma,Le Flore,2,119,0,0
OK,Oklahoma,Pushmataha,2,77,1,0
OK,Oklahoma,Hughes,1,79,2,1
OK,Oklahoma,Pontotoc,0,0,1,0
OK,Oklahoma,Okfuskee,2,106,0,0
SC,South Carolina,Allendale,2,107,1,0
SD,South Dakota,Shannon,1,17,2,1
TN,Tennessee,Gibson,1,72,1,0
TN,Tennessee,Unicoi,2,119,0,0
TN,Tennessee,Rhea,1,25,2,1
TN,Tennessee,Hamblen,1,101,2,1
TN,Tennessee,Lawrence,1,87,2,1
TN,Tennessee,Giles,1,72,2,1
TN,Tennessee,Bledsoe,0,108,1,0
TN,Tennessee,Hawkins,0,96,1,1
TN,Tennessee,Sequatchie,0,86,2,1
TN,Tennessee,Overton,0,33,1,0
TN,Tennessee,Lincoln,0,33,1,0
TN,Tennessee,Coffee,1,66,2,1
TN,Tennessee,Morgan,1,82,2,1
TN,Tennessee,McMinn,0,84,2,1
TN,Tennessee,Greene,0,0,1,0
TN,Tennessee,Lewis,0,93,1,0
TN,Tennessee,Franklin,1,49,1,1
TN,Tennessee,Wayne,0,30,1,0
TN,Tennessee,Sullivan,0,43,1,0
WV,West Virginia,Nicholas,0,41,1,0
WV,West Virginia,Ritchie,2,94,0,2
WV,West Virginia,Kanawha,2,118,0,2
WV,West Virginia,Wetzel,0,95,2,1
WV,West Virginia,Lewis,2,107,0,0
WV,West Virginia,Randolph,2,48,0,2
WV,West Virginia,Tucker,2,118,0,2
WV,West Virginia,Hardy,0,53,0,0
WV,West Virginia,Mineral,0,37,1,0
WV,West Virginia,Pocahontas,1,95,2,1
WV,West Virginia,Pendleton,2,107,1,0
WV,West Virginia,Hampshire,1,115,2,1
AL,Alabama,Macon,1,46,2,1
AL,Alabama,Lowndes,2,63,0,0
WV,West Virginia,Webster,0,92,1,0
